source,sink
/c/en/bullish/a/,/c/en/bearish/
/c/en/bump/,/c/en/dip/
/c/en/burial/,/c/en/birth/
/c/en/burial/,/c/en/cremation/
/c/en/burn/,/c/en/build/
/c/en/burn/,/c/en/cool/
/c/en/burn/,/c/en/freeze/
/c/en/burn/,/c/en/water/
/c/en/bury/,/c/en/dig/
/c/en/bury/,/c/en/dig_up/
/c/en/bury/,/c/en/up/
/c/en/bury/v/,/c/en/unearth/
/c/en/business/,/c/en/art/
/c/en/business/,/c/en/home/
/c/en/business/,/c/en/nonprofit/
/c/en/business/,/c/en/personal/
/c/en/business/,/c/en/pleasure/
/c/en/business_as_usual/n/,/c/en/whatever_it_takes/
/c/en/busy/,/c/en/bored/
/c/en/busy/,/c/en/doing/
/c/en/busy/,/c/en/doing_nothing/
/c/en/busy/,/c/en/free/
/c/en/busy/,/c/en/idle/
/c/en/busy/,/c/en/nothing/
/c/en/but/,/c/en/and/
/c/en/butch/n/,/c/en/femme/
/c/en/butcher/,/c/en/baker/
/c/en/butcher/,/c/en/gentle/
/c/en/butt_in/v/,/c/en/butt_out/
/c/en/butter/,/c/en/margarine/
/c/en/butterbody/n/,/c/en/bobfoc/
/c/en/butterface/n/,/c/en/butterbody/
/c/en/butterfly/,/c/en/moth/
/c/en/button/,/c/en/zipper/
/c/en/button/v/,/c/en/unbutton/
/c/en/buy/,/c/en/money/
/c/en/buy/,/c/en/save/
/c/en/buy/,/c/en/save_money/
/c/en/buy/,/c/en/sell/
/c/en/buy/,/c/en/selling/
/c/en/buy/,/c/en/steal/
/c/en/buy/n/,/c/en/sale/
/c/en/buy/v/,/c/en/cheap/
/c/en/buy/v/,/c/en/disbelieve/
/c/en/buy/v/,/c/en/sell/
/c/en/buyable/a/,/c/en/unbuyable/
/c/en/buyer/n/,/c/en/seller/
/c/en/by/,/c/en/away_from/
/c/en/by/,/c/en/hello/
/c/en/by/a/,/c/en/main/
/c/en/by_hand/r/,/c/en/automatically/
/c/en/by_mistake/,/c/en/deliberately/
/c/en/byob/,/c/en/cash_bar/
/c/en/byob/,/c/en/full_bar/
/c/en/byob/,/c/en/fully_licensed/
/c/en/byob/,/c/en/open_bar/
/c/en/cabin/n/,/c/en/hall/
/c/en/cabin/n/,/c/en/palace/
/c/en/cabin/n/,/c/en/villa/
/c/en/cable/n/,/c/en/hawser/
/c/en/cacodaemon/n/,/c/en/agathodaemon/
/c/en/cacodemon/n/,/c/en/agathodemon/
/c/en/cacodæmon/n/,/c/en/agathodaemon/
/c/en/cacoepy/n/,/c/en/orthoepy/
/c/en/cacographic/a/,/c/en/orthographic/
/c/en/cacography/n/,/c/en/calligraphy/
/c/en/cacography/n/,/c/en/orthography/
/c/en/cacophonous/a/,/c/en/euphonious/
/c/en/cacophonous/a/,/c/en/harmonious/
/c/en/cacophonous/a/,/c/fr/musical/
/c/en/cacophony/n/,/c/en/euphony/
/c/en/cacophony/n/,/c/en/harmony/
/c/en/caffeinated/a/,/c/en/caffeine_free/
/c/en/caffeinated/a/,/c/en/decaf/
/c/en/caffeinated/a/,/c/en/decaffeinated/
/c/en/caffeinated/a/,/c/en/unleaded/
/c/en/cake/,/c/en/bread/
/c/en/cake/,/c/en/cookie/
/c/en/cake/,/c/en/cream/
/c/en/cake/,/c/en/ice/
/c/en/cake/,/c/en/ice_cream/
/c/en/cake/,/c/en/nice/
/c/en/cake/,/c/en/pie/
/c/en/cake/,/c/en/sour/
/c/en/calced/a/,/c/en/barefoot/
/c/en/calcicole/n/,/c/en/calcifuge/
/c/en/calcifuge/n/,/c/en/calcicole/
/c/en/calcifuge/n/,/c/en/calciphyte/
/c/en/calciphilous/a/,/c/en/calciphobous/
/c/en/calciphobous/a/,/c/en/calciphilous/
/c/en/calculable/a/,/c/en/incalculable/
/c/en/california_minute/n/,/c/en/new_york_minute/
/c/en/call/,/c/en/answer/
/c/en/call/,/c/en/email/
/c/en/call/,/c/en/hang/
/c/en/call/,/c/en/hang_up/
/c/en/call/,/c/en/hanging/
/c/en/call/,/c/en/hanging_up/
/c/en/call/,/c/en/receive/
/c/en/call/,/c/en/respond/
/c/en/call/,/c/en/response/
/c/en/call/,/c/en/text/
/c/en/call/,/c/en/up/
/c/en/call/,/c/en/whisper/
/c/en/call_by_reference/n/,/c/en/call_by_value/
/c/en/call_by_value/n/,/c/en/call_by_reference/
/c/en/callee/n/,/c/en/caller/
/c/en/caller/n/,/c/en/callee/
/c/en/calm/,/c/en/agitated/
/c/en/calm/,/c/en/anger/
/c/en/calm/,/c/en/angry/
/c/en/calm/,/c/en/anxious/
/c/en/calm/,/c/en/chaos/
/c/en/calm/,/c/en/disturbed/
/c/en/calm/,/c/en/enraged/
/c/en/calm/,/c/en/excited/
/c/en/calm/,/c/en/flustered/
/c/en/calm/,/c/en/frantic/
/c/en/calm/,/c/en/frustrated/
/c/en/calm/,/c/en/hectic/
/c/en/calm/,/c/en/panic/
/c/en/calm/,/c/en/rough/
/c/en/calm/,/c/en/stormy/
/c/en/calm/,/c/en/stressed/
/c/en/calm/,/c/en/windy/
/c/en/calm/a/,/c/en/disturbed/
/c/en/calm/a/,/c/en/stressed/
/c/en/calm/a/,/c/en/windy/
/c/en/calm_down/v/,/c/en/anger/
/c/en/calm_down/v/,/c/en/get_angry/
/c/en/calmecac/n/,/c/en/telpochcalli/
/c/en/calmness/,/c/en/anxiousness/
/c/en/calmness/n/,/c/en/disturbance/
/c/en/caloric/a/,/c/en/noncaloric/
/c/en/camp/,/c/en/luxury/
/c/en/camp/,/c/en/migrate/
/c/en/camp/,/c/en/school/
/c/en/can't/v/,/c/en/be_able_to/
/c/en/can't/v/,/c/en/must/
/c/en/can/,/c/en/bottle/
/c/en/can/,/c/en/jar/
/c/en/can/,/c/en/unable/
/c/en/can/v/,/c/en/can't/
/c/en/can/v/,/c/en/cannot/
/c/en/cancer/n/,/c/en/capricornus/
/c/en/cancerous/a/,/c/en/noncancerous/
/c/en/candidate/,/c/en/elected/
/c/en/candidate/,/c/en/elected_person/
/c/en/candidate/,/c/en/person/
/c/en/cannot_link/a/,/c/en/must_link/
/c/en/canoe/,/c/en/kayak/
/c/en/canonical/a/,/c/en/apocryphal/
/c/en/cap/n/,/c/en/floor/
/c/en/capability/n/,/c/en/inability/
/c/en/capable/a/,/c/en/incapable/
/c/en/capacity/n/,/c/en/incapacity/
/c/en/capital/,/c/en/case/
/c/en/capital/,/c/en/lower/
/c/en/capital/,/c/en/lower_case/
/c/en/capital/,/c/en/lowercase/
/c/en/capital/,/c/en/rural/
/c/en/capital/,/c/en/small/
/c/en/capital/,/c/en/small_town/
/c/en/capital/,/c/en/town/
/c/en/capital/n/,/c/en/minuscule/
/c/en/capital_gain/n/,/c/en/capital_loss/
/c/en/capital_intensive/a/,/c/en/labor_intensive/
/c/en/capital_letter/n/,/c/en/lower_case/
/c/en/capital_letter/n/,/c/en/lower_case_letter/
/c/en/capital_letter/n/,/c/en/lowercase/
/c/en/capital_letter/n/,/c/en/minuscule/
/c/en/capital_letter/n/,/c/en/small_letter/
/c/en/capital_loss/n/,/c/en/capital_gain/
/c/en/capitalist/a/,/c/en/non_capitalist/
/c/en/capitol/,/c/en/lowercase/
/c/en/capricious/a/,/c/en/conscientious/
/c/en/capricious/a/,/c/en/rigorous/
/c/en/capricorn/n/,/c/en/cancer/
/c/en/capricornus/n/,/c/en/cancer/
/c/en/capsulate/a/,/c/en/acapsulate/
/c/en/captain/,/c/en/crew/
/c/en/captain/,/c/en/deck/
/c/en/captain/,/c/en/deck_hand/
/c/en/captain/,/c/en/deckhand/
/c/en/captain/,/c/en/follower/
/c/en/captain/,/c/en/hand/
/c/en/captain/,/c/en/mate/
/c/en/captain/,/c/en/minion/
/c/en/captain/,/c/en/peon/
/c/en/captain/,/c/en/private/
/c/en/captain/,/c/en/seaman/
/c/en/captain/,/c/en/ship/
/c/en/car/,/c/en/bike/
/c/en/car/,/c/en/bus/
/c/en/car/,/c/en/truck/
/c/en/car/n/,/c/en/cdr/
/c/en/car/n/,/c/en/cdr/
/c/en/carbonated/a/,/c/en/flat/
/c/en/carbonated/a/,/c/en/noncarbonated/
/c/en/carbonated/a/,/c/en/uncarbonated/
/c/en/card/,/c/en/announcement/
/c/en/card/,/c/en/chip/
/c/en/card/,/c/en/gift/
/c/en/card/,/c/en/greeting/
/c/en/card/,/c/en/greeting_announcement/
/c/en/card/,/c/en/paper/
/c/en/cardiac/a/,/c/en/noncardiac/
/c/en/cardinal/,/c/en/ordinary/
/c/en/care/,/c/en/abuse/
/c/en/care/,/c/en/antipathy/
/c/en/care/,/c/en/apathetic/
/c/en/care/,/c/en/apathy/
/c/en/care/,/c/en/being/
/c/en/care/,/c/en/being_mean/
/c/en/care/,/c/en/disinterest/
/c/en/care/,/c/en/disregard/
/c/en/care/,/c/en/hate/
/c/en/care/,/c/en/hurt/
/c/en/care/,/c/en/ignore/
/c/en/care/,/c/en/indifferent/
/c/en/care/,/c/en/mean/
/c/en/care/,/c/en/neglect/
/c/en/care/,/c/en/negligence/
/c/en/care/,/c/en/uncaring/
/c/en/care/,/c/en/unfeeling/
/c/en/care_about/v/,/c/en/do_not_care_about/
/c/en/career/,/c/en/short/
/c/en/career/,/c/en/short_term/
/c/en/career/,/c/en/term/
/c/en/careful/a/,/c/en/careless/
/c/en/careless/a/,/c/en/careful/
/c/en/carelessness/n/,/c/en/carefulness/
/c/en/carry/,/c/en/baggage/
/c/en/carry/,/c/en/checked/
/c/en/carry/,/c/en/checked_baggage/
/c/en/carry/,/c/en/down/
/c/en/carry/,/c/en/drag/
/c/en/carry/,/c/en/leave/
/c/en/carry/,/c/en/put/
/c/en/carry/,/c/en/put_down/
/c/en/carry/v/,/c/en/borrow/
/c/en/carvable/a/,/c/en/uncarvable/
/c/en/case_insensitive/a/,/c/en/case_sensitive/
/c/en/case_sensitive/a/,/c/en/case_insensitive/
/c/en/cash_bar/n/,/c/en/hosted_bar/
/c/en/cash_bar/n/,/c/en/open_bar/
/c/en/cast/n/,/c/en/crew/
/c/en/cast_anchor/v/,/c/en/weigh_anchor/
/c/en/castle/,/c/en/hovel/
/c/en/castle/,/c/en/shack/
/c/en/casual/a/,/c/en/ceremonial/
/c/en/casual/a/,/c/en/expected/
/c/en/casual/a/,/c/en/inevitable/
/c/en/cat/,/c/en/dog/
/c/en/cat/,/c/en/garfield/
/c/en/catabolic/a/,/c/en/metabolic/
/c/en/catabolism/n/,/c/en/anabolism/
/c/en/catacosmesis/n/,/c/en/climax/
/c/en/catadromous/a/,/c/en/anadromous/
/c/en/catalyst/n/,/c/en/dampener/
/c/en/catalyst/n/,/c/en/inhibitor/
/c/en/cataphasis/n/,/c/en/apophasis/
/c/en/cataphatic/a/,/c/en/apophatic/
/c/en/cataphora/n/,/c/en/anaphora/
/c/en/catastrophic/a/,/c/en/anastrophic/
/c/en/catastrophist/a/,/c/en/gradualist/
/c/en/catastrophist/n/,/c/en/gradualist/
/c/en/catch/v/,/c/en/drop/
/c/en/catch_on/v/,/c/en/go_way_of_dinosaurs/
/c/en/categorematic/a/,/c/en/syncategorematic/
/c/en/categorical/a/,/c/en/exceptional/
/c/en/categorically/r/,/c/en/conditionally/
/c/en/categorically/r/,/c/en/exceptionally/
/c/en/categorise/v/,/c/en/decategorise/
/c/en/categorizable/a/,/c/en/noncategorizable/
/c/en/categorizable/a/,/c/en/uncategorizable/
/c/en/categorized/a/,/c/en/uncategorized/
/c/en/caterpillar/,/c/en/butterfly/
/c/en/cathedral/,/c/en/chapel/
/c/en/cathode/n/,/c/en/anode/
/c/en/catholicize/v/,/c/en/de_catholicize/
/c/en/catholicize/v/,/c/en/un_catholicize/
/c/en/caulescent/a/,/c/en/acaulescent/
/c/en/caulkhead/n/,/c/en/overner/
/c/en/cause/,/c/en/consequence/
/c/en/cause/,/c/en/effect/
/c/en/cautious/a/,/c/en/careless/
/c/en/cautious/a/,/c/en/incautious/
/c/en/cautious/a/,/c/en/neglecting/
/c/en/cautious/a/,/c/en/uncautious/
/c/en/cautiously/r/,/c/en/incautiously/
/c/en/cavalier/n/,/c/en/roundhead/
/c/en/cdr/n/,/c/en/car/
/c/en/ce/a/,/c/en/bce/
/c/en/ce/n/,/c/en/bce/
/c/en/ceiling/,/c/en/floor/
/c/en/ceiling/n/,/c/en/floor/
/c/en/ceiling_function/n/,/c/en/floor_function/
/c/en/cell/,/c/en/freedom/
/c/en/cell/,/c/en/land/
/c/en/cell/,/c/en/land_line/
/c/en/cell/,/c/en/line/
/c/en/cell/,/c/en/prison/
/c/en/cell/,/c/en/prison_room/
/c/en/cell/,/c/en/room/
/c/en/cellar/,/c/en/attic/
/c/en/cellulifugal/a/,/c/en/cellulipetal/
/c/en/cellulipetal/a/,/c/en/cellulifugal/
/c/en/cenemic/a/,/c/en/pleremic/
/c/en/censitary/a/,/c/en/universal/
/c/en/censored/a/,/c/en/uncensored/
/c/en/cent/,/c/en/dollar/
/c/en/cent/,/c/en/dollars/
/c/en/center/n/,/c/en/periphery/
/c/en/centralisation/n/,/c/en/decentralisation/
/c/en/centralise/v/,/c/en/decentralise/
/c/en/centre/,/c/en/edge/
/c/en/centre/,/c/en/periphery/
/c/en/centre/,/c/en/rim/
/c/en/centremost/a/,/c/en/outmost/
/c/en/centrifugal/a/,/c/en/centripetal/
/c/en/centripetal/a/,/c/en/centrifugal/
/c/en/centum/a/,/c/en/satem/
/c/en/centumization/n/,/c/en/satemization/
/c/en/century/,/c/en/decade/
/c/en/cephalic/a/,/c/en/caudal/
/c/en/certain/,/c/en/sure/
/c/en/certain/,/c/en/unsure/
/c/en/certain/a/,/c/en/impossible/
/c/en/certain/a/,/c/en/uncertain/
/c/en/cessationism/n/,/c/en/continuationism/
/c/en/chair/,/c/en/couch/
/c/en/chair/,/c/en/relaxer/
/c/en/chair/,/c/en/stand/
/c/en/chair/,/c/en/stool/
/c/en/chair/,/c/en/table/
/c/en/chairwoman/n/,/c/en/chairman/
/c/en/chalaza/n/,/c/fr/micropyle/
/c/en/challenging/a/,/c/en/unchallenging/
/c/en/chamfer/n/,/c/en/fillet/
/c/en/champion/,/c/en/loser/
/c/en/chance/,/c/en/certainty/
/c/en/chance/,/c/en/chest/
/c/en/chance/,/c/en/community/
/c/en/chance/,/c/en/community_chest/
/c/en/chance/,/c/en/for_sure/
/c/en/chance/,/c/en/skill/
/c/en/chance/,/c/en/sure/
/c/en/chance/,/c/en/sure_thing/
/c/en/change/,/c/en/bills/
/c/en/change/,/c/en/constant/
/c/en/change/,/c/en/dollar/
/c/en/change/,/c/en/exact/
/c/en/change/,/c/en/exact_payment/
/c/en/change/,/c/en/money/
/c/en/change/,/c/en/notes/
/c/en/change/,/c/en/paper/
/c/en/change/,/c/en/paper_money/
/c/en/change/,/c/en/payment/
/c/en/change/,/c/en/permanent/
/c/en/change/,/c/en/remain/
/c/en/change/,/c/en/remain_stable/
/c/en/change/,/c/en/stable/
/c/en/change/,/c/en/stagnation/
/c/en/change/,/c/en/static/
/c/en/change/,/c/en/tradition/
/c/en/changingness/n/,/c/en/fixedness/
/c/en/changingness/n/,/c/en/fixity/
/c/en/changingness/n/,/c/en/immutability/
/c/en/chaos/n/,/c/en/cosmos/
/c/en/chaos/n/,/c/en/order/
/c/en/chaotropic/a/,/c/en/kosmotropic/
/c/en/character/,/c/en/dull/
/c/en/character/,/c/en/dull_personality/
/c/en/character/,/c/en/person/
/c/en/character/,/c/en/personality/
/c/en/character/,/c/en/real/
/c/en/character/,/c/en/real_person/
/c/en/character_based/a/,/c/en/graphics_based/
/c/en/characteristic/a/,/c/en/uncharacteristic/
/c/en/characteristic/a/,/c/en/untypical/
/c/en/charge/,/c/en/cash/
/c/en/charge/,/c/en/pay/
/c/en/charge/,/c/en/pay_cash/
/c/en/charge/,/c/en/pay_for/
/c/en/charge/,/c/en/retreat/
/c/en/charity/,/c/en/selfishness/
/c/en/charm/n/,/c/en/boredom/
/c/en/charming/a/,/c/en/charmless/
/c/en/charming/a/,/c/en/dull/
/c/en/charmless/a/,/c/en/charming/
/c/en/chasmogamous/a/,/c/en/cleistogamous/
/c/en/chasmogamy/n/,/c/en/cleistogamy/
/c/en/chastity/n/,/c/en/inchastity/
/c/en/chastity/n/,/c/en/lust/
/c/en/chastity/n/,/c/en/promiscuity/
/c/en/chatterbox/,/c/en/person/
/c/en/chatterbox/,/c/en/quiet/
/c/en/chatterbox/,/c/en/quiet_person/
/c/en/chav/n/,/c/en/chavette/
/c/en/cheap/a/,/c/en/dear/
/c/en/cheap/a/,/c/en/expensive/
/c/en/cheap/a/,/c/en/precious/
/c/en/cheap/a/,/c/en/spendthrift/
/c/en/cheap/a/,/c/en/steep/
/c/en/cheap_drunk/n/,/c/en/expensive_drunk/
/c/en/cheaply/r/,/c/en/expensively/
/c/en/cheapskate/n/,/c/en/spendthrift/
/c/en/cheat/,/c/en/deal/
/c/en/cheat/,/c/en/fair/
/c/en/cheat/,/c/en/fair_deal/
/c/en/check/v/,/c/en/uncheck/
/c/en/check_out/v/,/c/en/check_in/
/c/en/checked_exception/n/,/c/en/unchecked_exception/
/c/en/cheechako/n/,/c/en/sourdough/
/c/en/cheer/n/,/c/en/boo/
/c/en/cheer/v/,/c/en/boo/
/c/en/cheerful/a/,/c/en/depressed/
/c/en/cheerful/a/,/c/en/miserable/
/c/en/cheerful/a/,/c/en/sad/
/c/en/cheerful/a/,/c/fr/miserable/
/c/en/cheerleader/n/,/c/en/gloomleader/
/c/en/cheese/n/,/c/en/fill/
/c/en/chest_voice/,/c/en/head_voice/
/c/en/chewability/n/,/c/en/unchewability/
/c/en/chewable/a/,/c/en/unchewable/
/c/en/chewable/n/,/c/en/unchewable/
/c/en/chewably/r/,/c/en/unchewably/
/c/en/chic/a/,/c/en/inelegant/
/c/en/chic/a/,/c/en/unchic/
/c/en/chic/a/,/c/en/unfashionable/
/c/en/chic/a/,/c/en/unstylish/
/c/en/chick/,/c/en/adult/
/c/en/chick/,/c/en/boy/
/c/en/chick/,/c/en/dude/
/c/en/chick/,/c/en/guy/
/c/en/chick/,/c/en/hen/
/c/en/chick/,/c/en/rooster/
/c/en/chick_flick/n/,/c/en/action_adventure/
/c/en/chicken/,/c/en/beef/
/c/en/chicken/,/c/en/being/
/c/en/chicken/,/c/en/being_brave/
/c/en/chicken/,/c/en/brave/
/c/en/chicken/,/c/en/cock/
/c/en/chicken/,/c/en/cow/
/c/en/chicken/,/c/en/duck/
/c/en/chicken/,/c/en/egg/
/c/en/chicken/,/c/en/hen/
/c/en/chicken/,/c/en/pork/
/c/en/chicken/,/c/en/rooster/
/c/en/chicken/,/c/en/tuna/
/c/en/chicken/,/c/en/turkey/
/c/en/chief/,/c/en/employee/
/c/en/chief/,/c/en/follower/
/c/en/chief/,/c/en/indian/
/c/en/chief/,/c/en/peon/
/c/en/child/,/c/en/adult/
/c/en/child/,/c/en/grown/
/c/en/child/,/c/en/grown_up/
/c/en/child/,/c/en/mother/
/c/en/child/,/c/en/parent/
/c/en/child/,/c/en/up/
/c/en/child/n/,/c/en/adult/
/c/en/child/n/,/c/en/father/
/c/en/child/n/,/c/en/parent/
/c/en/childbirth/n/,/c/en/death/
/c/en/childish/a/,/c/en/adultish/
/c/en/children/,/c/en/adult/
/c/en/children/,/c/en/adults/
/c/en/children/,/c/en/grown/
/c/en/children/,/c/en/grown_ups/
/c/en/children/,/c/en/many_adults/
/c/en/children/,/c/en/old/
/c/en/children/,/c/en/old_people/
/c/en/children/,/c/en/parents/
/c/en/children/,/c/en/people/
/c/en/children/,/c/en/ups/
/c/en/chillax/v/,/c/en/badly/
/c/en/chillax/v/,/c/en/riled/
/c/en/chillax/v/,/c/en/worked_up/
/c/en/chilly/,/c/en/warm/
/c/en/chimera/n/,/c/en/monolith/
/c/en/chin/n/,/c/en/glass_jaw/
/c/en/china/,/c/en/japan/
/c/en/chocolate/,/c/en/vanilla/
/c/en/choose/,/c/en/force/
/c/en/choose/,/c/en/predetermination/
/c/en/choose/,/c/en/reject/
/c/en/choose/,/c/en/undecided/
/c/en/chop/,/c/en/dice/
/c/en/chop/,/c/en/finely/
/c/en/chop/,/c/en/finely_dice/
/c/en/choppable/a/,/c/en/unchoppable/
/c/en/chord/,/c/en/discord/
/c/en/chord/,/c/en/note/
/c/en/chord/,/c/en/single/
/c/en/chord/,/c/en/single_note/
/c/en/chresard/n/,/c/en/echard/
/c/en/christian/a/,/c/en/agnostic/
/c/en/christian/a/,/c/en/corrupt/
/c/en/christianize/v/,/c/en/de_christianize/
/c/en/christianlike/a/,/c/en/unchristianlike/
/c/en/christmas/,/c/en/cat/
/c/en/christmas/,/c/en/easter/
/c/en/christmas/,/c/en/halloween/
/c/en/christmas/,/c/en/summer/
/c/en/chromatophilia/n/,/c/en/chromatophobia/
/c/en/chromatophobia/n/,/c/en/chromatophilia/
/c/en/chromophile/n/,/c/en/chromophobe/
/c/en/chronic/a/,/c/en/acute/
/c/en/chronic_toxicity/n/,/c/en/acute_toxicity/
/c/en/chui/n/,/c/en/gui/
/c/en/chummy/a/,/c/en/mannered/
/c/en/chute/,/c/en/ladders/
/c/en/cilioinhibitory/a/,/c/en/ciliostimulatory/
/c/en/ciliostimulatory/a/,/c/en/cilioinhibitory/
/c/en/cipher/v/,/c/en/decipher/
/c/en/ciphertext/n/,/c/en/plain_text/
/c/en/circle/,/c/en/square/
/c/en/circle/,/c/en/square_triangle/
/c/en/circle/,/c/en/triangle/
/c/en/circularization/n/,/c/en/decircularization/
/c/en/circumscribable/a/,/c/en/uncircumscribable/
/c/en/circumstantial/n/,/c/en/essential/
/c/en/cis/,/c/en/trans/
/c/en/cis/,/c/en/ultra/
/c/en/cis_acting/a/,/c/en/trans_acting/
/c/en/cis_lesbian/n/,/c/en/trans_lesbian/
/c/en/cis_person/n/,/c/en/trans_person/
/c/en/cisatlantic/a/,/c/en/transatlantic/
/c/en/cisc/n/,/c/en/risc/
/c/en/cisgender/a/,/c/en/genderfluid/
/c/en/cisgender/a/,/c/en/genderqueer/
/c/en/cisgender/a/,/c/en/third_gender/
/c/en/cisgender/a/,/c/en/transgender/
/c/en/cisgenic/a/,/c/en/transgenic/
/c/en/cisinteraction/n/,/c/en/transinteraction/
/c/en/cislesbian/n/,/c/en/trans_lesbian/
/c/en/cismontane/a/,/c/en/ultramontane/
/c/en/cissexual/a/,/c/en/transsexual/
/c/en/cisvestite/n/,/c/en/transvestite/
/c/en/citable/a/,/c/en/uncitable/
/c/en/citerior/a/,/c/en/ulterior/
/c/en/citified/a/,/c/en/countrified/
/c/en/citify/v/,/c/en/countrify/
/c/en/citizen/,/c/en/alien/
/c/en/citizen/,/c/en/illegal/
/c/en/citizen/,/c/en/illegal_alien/
/c/en/citizen/,/c/en/immigrant/
/c/en/citizen/n/,/c/en/alien/
/c/en/citizen/n/,/c/en/countryfolk/
/c/en/citizen/n/,/c/en/subject/
/c/en/city/,/c/en/country/
/c/en/city/,/c/en/countryside/
/c/en/city/,/c/en/farm/
/c/en/city/,/c/en/forest/
/c/en/city/,/c/en/rural/
/c/en/city/,/c/en/small/
/c/en/city/,/c/en/small_village/
/c/en/city/,/c/en/state/
/c/en/city/,/c/en/suburb/
/c/en/city/,/c/en/suburbs/
/c/en/city/,/c/en/town/
/c/en/city/,/c/en/village/
/c/en/city/,/c/en/wilderness/
/c/en/civil/a/,/c/en/uncivil/
/c/en/civilised/a/,/c/en/uncivilised/
/c/en/civilization/,/c/en/uncivilized/
/c/en/civilization/,/c/en/wilderness/
/c/en/civilized/a/,/c/en/uncivilized/
/c/en/claim/,/c/en/back/
/c/en/claim/,/c/en/deny/
/c/en/claim/,/c/en/disclaimer/
/c/en/claim/,/c/en/disown/
/c/en/claim/,/c/en/disown_reject/
/c/en/claim/,/c/en/give/
/c/en/claim/,/c/en/give_back/
/c/en/claim/,/c/en/reject/
/c/en/claim/,/c/en/relinquish/
/c/en/clam_up/v/,/c/en/talk/
/c/en/clarifiable/a/,/c/en/unclarifiable/
/c/en/clarity/n/,/c/en/confusion/
/c/en/clashy_clashy/a/,/c/en/matchy_matchy/
/c/en/class/,/c/en/brow/
/c/en/class/,/c/en/low/
/c/en/class/,/c/en/low_brow/
/c/en/class/,/c/en/recess/
/c/en/class/,/c/en/redneck/
/c/en/class/,/c/en/student/
/c/en/class_act/n/,/c/en/boor/
/c/en/class_act/n/,/c/en/contranym/
/c/en/class_based/a/,/c/en/prototype_based/
/c/en/class_based_language/n/,/c/en/prototype_based_language/
/c/en/class_based_programming/n/,/c/en/prototype_based_programming/
/c/en/class_variable/n/,/c/en/instance_variable/
/c/en/classful/a/,/c/en/classless/
/c/en/classical_logic/n/,/c/en/intuitionistic_logic/
/c/en/classical_logic/n/,/c/en/non_classical_logic/
/c/en/classical_logic/n/,/c/en/ternary_logic/
/c/en/classify/v/,/c/en/declassify/
/c/en/classless/a/,/c/en/classful/
/c/en/claustrophile/n/,/c/en/claustrophobe/
/c/en/clay/n/,/c/en/soul/
/c/en/clean/,/c/en/dirty/
/c/en/clean/,/c/en/filthy/
/c/en/clean/a/,/c/en/dirty/
/c/en/clean/a/,/c/en/unclean/
/c/en/clean_coal/n/,/c/en/dirty_coal/
/c/en/clean_code/n/,/c/en/code_smell/
/c/en/clean_power/n/,/c/en/dirty_power/
/c/en/cleanable/a/,/c/en/uncleanable/
/c/en/cleanly/a/,/c/en/dirty/
/c/en/cleanly/a/,/c/en/uncleanly/
/c/en/cleanness/,/c/en/dirtiness/
/c/en/clear/,/c/en/blurry/
/c/en/clear/,/c/en/cloudy/
/c/en/clear/,/c/en/confusing/
/c/en/clear/,/c/en/dirty/
/c/en/clear/,/c/en/foggy/
/c/en/clear/,/c/en/hazy/
/c/en/clear/,/c/en/invisible/
/c/en/clear/,/c/en/misunderstood/
/c/en/clear/,/c/en/muddy/
/c/en/clear/,/c/en/murky/
/c/en/clear/,/c/en/obscure/
/c/en/clear/,/c/en/obscured/
/c/en/clear/,/c/en/opaque/
/c/en/clear/,/c/en/solid/
/c/en/clear/,/c/en/vague/
/c/en/clear/a/,/c/en/cloudy/
/c/en/clear/a/,/c/en/obscure/
/c/en/clear/a/,/c/en/opaque/
/c/en/clear/a/,/c/en/thick/
/c/en/clear_as_day/a/,/c/en/clear_as_mud/
/c/en/clearness/n/,/c/en/obscurity/
/c/en/clearness/n/,/c/en/opaqueness/
/c/en/clemency/n/,/c/en/inclemency/
/c/en/clement/a/,/c/en/inclement/
/c/en/clench/v/,/c/en/unclench/
/c/en/clenched/a/,/c/en/unclenched/
/c/en/clever/a/,/c/en/clumsy/
/c/en/clever/a/,/c/en/dull/
/c/en/clever/a/,/c/en/ineffectual/
/c/en/client/n/,/c/en/server/
/c/en/client_side/a/,/c/en/server_side/
/c/en/cliffhanger/n/,/c/en/anticlimax/
/c/en/climax/n/,/c/en/catacosmesis/
/c/en/climb/,/c/en/descend/
/c/en/climb/,/c/en/descend_mountain/
/c/en/climb/,/c/en/down/
/c/en/climb/,/c/en/fall/
/c/en/climb/,/c/en/falling/
/c/en/climb/,/c/en/go/
/c/en/climb/,/c/en/go_down/
/c/en/climb/,/c/en/ladder/
/c/en/climb/,/c/en/ladder_related/
/c/en/climb/,/c/en/mountain/
/c/en/climb/,/c/en/related/
/c/en/climb/,/c/en/slide/
/c/en/clock_in/v/,/c/en/clock_out/
/c/en/clock_out/v/,/c/en/clock_in/
/c/en/clockwise/r/,/c/en/acw/
/c/en/clockwise/r/,/c/en/anticlockwise/
/c/en/clockwise/r/,/c/en/ccw/
/c/en/clockwise/r/,/c/en/counterclockwise/
/c/en/clockwise/r/,/c/en/withershins/
/c/en/clockwiseness/n/,/c/en/counterclockwiseness/
/c/en/clonic/a/,/c/en/tonic/
/c/en/close/,/c/en/far/
